Run	Coalescent time	First ascertained	First unascertained	First hospitalized	infections
1061	0.06517300000000001	0.038551	0.003809	0.107634	7
1062	0.014274	0.026995	0.002593	0.045068	3
1063	0.061568	0.042591	0.00719	0.058662	23
1064	0.052406	0.048672	0.009381	0.075548	6
1065	0.033474	0.030323	0.002571	0.076695	6
1066	0.02078	0.060006	0.007276	0.067895	3
1067	0.013165	0.045389	0.014193	0.055739	3
1068	0.038657	0.0482	0.002172	0.084878	11
1069	0.000734	0.021679	0.017855	0.04869	2
1070	1e-06	0.033149	0.005569	0.050451	2
1071	0.047668	0.01156	0.027888	0.07518	8
1072	0.000644	0.075228	0.00747	0.158943	1
1073	0.000134	0.003713	0.019258	0.030763	1
1074	0.041511	0.097434	0.001851	0.101363	11
1075	0.001118	0.02636	0.003183	0.028143	2
1076	0.088375	0.037768	0.026571	0.122553	60
1077	0.094057	0.017236	0.030652	0.045744	10
1078	0.004983	0.070509	0.006905	0.102522	1
1079	0.01627	0.029013	0.005162	0.053436	5
1080	7.8e-05	0.009253	0.004317	0.043239	2
1081	0.021207999999999998	0.012988	0.001968	0.025032	5
1082	0.007945	0.023268	0.026852	0.052353	1
1083	0.009109	0.002177	0.01127	0.024852	2
1084	0.000424	0.018549	0.006282	0.028494	1
1085	0.0023169999999999996	0.035618	0.001223	0.059567	2
1086	0.007341	0.023104	0.012611	0.042571	5
1087	0.059219	0.01041	0.002011	0.064281	8
1088	0.057309	0.019588	0.004881	0.090529	22
1089	0.012421999999999999	0.027686	0.022538	0.045108	2
1090	0.056930999999999995	0.023496	0.005054	0.047686	7
1091	0.042521	0.00261	0.004174	0.078481	21
1092	0.022417999999999997	0.021405	0.00651	0.046808	4
1093	0.037734	0.037989	0.012787	0.089081	12
1094	0.022702	0.034821	0.015281	0.053794	8
1095	0.020233	0.026238	0.009016	0.091252	6
1096	0.002631	0.001113	0.010426	0.017255	3
1097	0.07909400000000001	0.081941	0.00551	0.096038	14
1098	0.048256	0.024966	0.034861	0.0698	5
1099	0.014466	0.00306	0.028428	0.077416	3
1100	0.002145	0.03404	0.017344	0.059711	1
